Time_s,Hour,User_ID,Lat,Lon,Demand_Mbps,TN_Eval_BS,TN_Eval_MHz,TN_Reason,NTN_Eval_Beam,NTN_Eval_MHz,NTN_Reason,Final_State
0,0.0,0.0,730,42.8175,-81.1667,0.39,BS_205,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,732,43.3706,-79.914,0.86,BS_119,19.7,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,733,46.3792,-81.1041,0.68,BS_139,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,734,45.4075,-75.5255,0.89,BS_274,19.57,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,735,46.4754,-81.2625,0.47,BS_17,19.95,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,736,45.3103,-75.9179,0.11,BS_462,19.86,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,737,42.7308,-81.0175,4.19,BS_208,19.99,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,738,43.0594,-81.0466,0.19,BS_534,100.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,739,42.8455,-81.2606,0.35,BS_710,19.91,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,740,43.781,-79.2887,0.66,BS_473,19.61,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,741,45.5529,-75.2804,0.94,None,0.0,No 5G Tower in Geographic Range,Sat_STARLINK-SHELL-1-067-003,300.0,Fully Served,LEO
0,0.0,0.0,742,44.4254,-76.5898,0.44,BS_227,19.8,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,743,42.9821,-80.5505,0.71,None,0.0,No 5G Tower in Geographic Range,Sat_STARLINK-SHELL-2-048-007,300.0,Fully Served,LEO
0,0.0,0.0,745,45.3774,-75.4548,0.84,BS_665,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,746,43.0697,-81.3963,0.88,BS_57,19.74,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,747,46.6748,-80.9444,0.63,BS_682,19.99,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,748,44.4813,-76.5191,0.14,BS_87,19.37,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,749,46.4403,-80.9979,3.57,BS_305,19.92,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,750,45.3708,-75.7635,0.17,BS_636,19.5,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,751,43.8116,-79.3533,2.21,BS_101,18.19,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,752,43.1885,-80.9572,0.11,BS_517,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,753,43.0314,-81.3471,4.87,BS_53,19.93,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,755,45.4227,-75.6844,0.5,BS_641,19.59,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,756,43.2949,-80.0907,2.22,BS_371,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,757,43.9698,-79.2797,0.6,BS_421,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,758,44.2363,-76.5945,0.9,BS_254,19.59,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,759,45.1851,-75.3021,2.47,BS_566,19.94,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,760,45.2095,-75.5476,0.13,BS_182,19.97,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,761,43.1424,-81.349,2.66,BS_433,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,762,42.9437,-81.1979,0.75,BS_716,19.92,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,764,43.9831,-79.4062,3.15,BS_412,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,765,43.8744,-79.2243,0.33,BS_741,100.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,766,46.6165,-81.1449,0.52,BS_29,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,767,43.0442,-80.037,0.45,BS_288,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,768,45.1301,-75.7395,0.55,BS_700,19.91,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,769,42.7721,-81.251,0.59,BS_213,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,770,43.1617,-80.0032,0.93,BS_569,19.07,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,771,43.4001,-79.927,0.39,BS_110,18.56,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,772,43.1535,-81.0438,0.32,BS_525,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,773,42.754,-81.2281,0.45,BS_207,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,775,42.8625,-81.2012,0.39,BS_723,19.91,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,776,46.3576,-80.7558,0.12,BS_494,100.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,777,43.7635,-79.4888,0.81,BS_645,19.61,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,778,43.0076,-81.052,0.13,BS_551,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,779,44.3425,-76.743,2.96,BS_218,19.93,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,780,43.8334,-79.0569,0.19,None,0.0,No 5G Tower in Geographic Range,Sat_STARLINK-SHELL-1-066-003,300.0,Fully Served,LEO
0,0.0,0.0,781,44.2255,-76.5878,0.58,BS_254,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,782,45.3402,-75.5509,0.94,BS_268,19.61,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,783,43.7198,-79.5488,0.69,BS_651,19.83,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,784,42.8856,-81.466,0.61,BS_627,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,787,46.5173,-80.8703,2.97,BS_299,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,788,45.3474,-75.6268,0.11,BS_634,19.32,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,789,42.7872,-81.4251,0.14,BS_624,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,790,43.426,-79.8699,0.49,BS_107,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,791,44.2312,-76.4912,0.56,BS_257,19.91,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,792,43.1856,-79.9658,0.47,BS_147,19.69,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,793,42.964,-81.0767,2.53,BS_544,19.92,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,794,43.1726,-79.7351,0.98,BS_3,19.9,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,795,43.179,-79.8887,0.57,BS_5,19.1,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,796,44.2632,-76.6626,0.83,BS_255,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,797,43.6298,-79.3899,0.35,BS_165,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,798,43.6,-79.5473,0.54,BS_343,19.92,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,799,44.3456,-76.5238,0.82,None,0.0,No 5G Tower in Geographic Range,Sat_STARLINK-SHELL-1-066-003,300.0,Fully Served,LEO
0,0.0,0.0,800,43.7532,-79.2307,0.92,BS_480,19.92,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,801,43.6791,-79.5889,0.73,BS_335,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,802,43.035,-79.5413,0.41,BS_328,100.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,803,46.7625,-80.9615,0.13,BS_670,19.7,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,804,43.0085,-81.2599,0.11,BS_249,19.88,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,805,42.9247,-81.1081,0.66,BS_552,19.92,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,806,45.4873,-75.4278,0.19,BS_659,19.83,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,807,42.9089,-80.9935,0.95,BS_546,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,808,43.3909,-79.9707,3.39,BS_116,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,809,43.5221,-80.0456,0.54,BS_354,19.55,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,810,43.6516,-79.59,0.81,BS_346,19.84,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,811,43.026,-81.57,0.31,BS_449,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,812,45.2327,-75.5722,0.34,BS_182,19.88,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,813,46.5148,-81.116,0.66,BS_23,19.84,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,814,45.4358,-75.603,0.6,BS_276,19.52,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,815,45.434,-75.6312,0.54,BS_642,19.51,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,816,44.2019,-76.3651,2.48,BS_610,19.97,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,817,45.094,-75.581,0.33,BS_697,19.86,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,818,45.3642,-75.7933,2.91,BS_43,19.75,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,819,45.3688,-75.7281,3.32,BS_636,19.9,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,820,43.4705,-80.0984,2.08,BS_349,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,821,46.467,-80.9474,0.67,BS_297,19.71,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,822,44.1603,-76.4468,4.2,BS_604,19.91,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,823,44.3608,-76.5149,0.7,BS_261,19.76,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,824,43.408,-79.9442,0.5,BS_110,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,825,46.495,-80.8466,0.3,BS_396,19.97,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,826,43.7087,-79.5375,4.16,BS_648,19.94,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,827,46.3827,-80.9774,2.81,BS_490,19.67,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,828,43.1685,-81.0815,0.77,BS_535,100.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,829,42.9678,-81.5599,4.87,BS_444,19.93,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,830,42.7961,-81.1828,0.78,BS_205,19.9,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,831,42.9832,-79.698,0.92,BS_325,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,833,43.5796,-79.6897,0.12,BS_347,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,834,45.4436,-75.6797,1.0,BS_633,19.48,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,835,46.2497,-80.9512,0.73,BS_498,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,836,45.3359,-75.7163,2.12,BS_639,19.81,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,837,43.7038,-79.3977,0.14,BS_157,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,838,44.2724,-76.5987,0.55,BS_251,19.96,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,839,43.4404,-79.7192,0.17,BS_508,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,840,44.3167,-76.3275,0.66,BS_592,19.92,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,841,43.0263,-79.8518,0.36,BS_376,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,842,46.4314,-80.9795,0.77,BS_314,19.5,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,843,43.017,-79.7193,0.47,BS_315,19.95,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,844,43.2709,-79.8617,0.9,BS_7,19.22,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,845,45.1595,-75.6392,0.67,BS_704,19.97,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,846,46.5025,-80.9204,0.86,BS_308,100.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,847,45.3234,-75.5233,3.85,BS_183,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,848,42.8932,-80.9297,0.46,BS_541,100.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,850,43.0572,-81.1476,0.13,BS_243,19.77,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,851,44.2872,-76.4783,0.12,BS_250,19.92,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,852,43.7728,-79.2615,0.83,BS_482,19.51,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,853,43.054,-79.9769,0.66,BS_380,19.96,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,854,43.1885,-79.6367,0.34,BS_316,19.83,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,855,45.3156,-75.5602,0.73,BS_189,19.93,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,856,43.7574,-79.2432,0.41,BS_480,19.71,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,857,43.792,-79.2569,0.65,BS_476,19.61,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,858,42.9135,-81.0449,3.14,BS_536,18.55,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,860,46.5467,-81.0396,3.8,BS_311,19.97,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,861,46.7751,-80.9589,2.44,BS_670,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,863,45.2203,-75.4102,0.2,BS_563,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,864,43.2667,-80.1304,0.72,BS_577,19.92,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,865,43.3163,-79.8445,0.68,BS_112,19.5,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,866,45.4651,-76.0255,0.69,BS_471,100.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,867,43.683,-79.3406,0.73,BS_475,19.93,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,868,45.2191,-75.5658,0.46,BS_182,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,869,43.1564,-81.4427,0.11,BS_441,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,870,45.2911,-75.4775,0.7,BS_190,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,872,46.3369,-81.1339,0.89,BS_126,19.99,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,873,46.36,-80.9576,0.67,BS_490,19.78,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,874,43.7119,-79.3626,0.17,BS_166,19.99,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,875,43.1121,-81.2,0.38,BS_245,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,876,43.1094,-80.0694,0.53,BS_586,19.86,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,877,43.6221,-79.9445,0.11,BS_755,100.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,878,46.4009,-81.0664,0.82,BS_127,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,879,43.4176,-79.7947,0.72,BS_513,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,880,44.1943,-76.4675,0.6,BS_591,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,881,43.9725,-79.5307,0.84,None,0.0,No 5G Tower in Geographic Range,Sat_STARLINK-SHELL-1-066-003,299.54,Fully Served,LEO
0,0.0,0.0,882,43.6333,-79.4115,0.39,BS_165,19.18,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,883,42.8952,-81.3187,0.76,None,0.0,No 5G Tower in Geographic Range,Sat_STARLINK-SHELL-2-048-007,300.0,Fully Served,LEO
0,0.0,0.0,884,43.8604,-79.4317,0.9,BS_94,19.76,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,885,46.7629,-80.9399,0.68,BS_670,19.8,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,886,45.5015,-75.4497,0.48,BS_659,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,887,43.567,-79.5649,2.81,BS_338,19.73,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,888,44.3236,-76.3183,0.98,BS_592,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,889,43.211,-79.9604,4.27,BS_154,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,890,42.7676,-81.2202,0.43,BS_207,19.49,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,891,44.3373,-76.549,0.12,BS_256,19.27,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,892,43.7327,-79.2711,0.91,BS_474,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,893,43.7221,-79.3109,0.39,BS_484,19.03,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,894,42.9233,-81.5523,0.94,BS_451,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,897,45.4402,-76.0826,0.82,BS_459,19.59,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,900,44.4476,-76.6583,0.47,BS_217,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,901,42.8527,-81.3375,0.12,BS_714,19.51,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,902,42.8767,-81.2913,0.51,BS_712,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,903,44.387,-76.6043,0.59,BS_221,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,904,43.0193,-81.5913,3.66,BS_449,19.92,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,905,43.317,-79.966,0.43,BS_109,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,906,46.4185,-81.1025,0.85,BS_123,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,907,46.3835,-80.9122,0.68,BS_496,19.99,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,908,42.8304,-81.1962,0.41,BS_205,19.78,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,909,45.4855,-75.5394,0.75,BS_269,19.9,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,910,43.0265,-80.0596,2.03,BS_292,19.94,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,912,43.1717,-79.9629,0.63,BS_147,19.97,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,913,45.4567,-75.4447,0.43,BS_668,19.33,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,914,43.2247,-79.9948,0.62,BS_144,19.87,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,915,46.586,-81.0545,0.43,BS_28,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,916,42.6203,-81.4613,2.15,BS_621,100.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,917,42.8815,-81.1596,0.77,BS_197,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,918,43.1965,-79.8157,3.6,BS_4,19.58,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,919,43.8884,-79.1722,0.64,BS_734,19.76,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,920,42.8299,-81.0935,0.74,BS_203,19.48,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,921,42.7975,-81.3751,4.33,BS_618,19.49,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,922,43.4025,-79.7759,0.15,BS_506,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,923,43.005,-80.9522,0.58,BS_556,100.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,924,44.2329,-76.7176,4.59,BS_258,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,925,43.7422,-79.6191,0.31,BS_643,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,926,43.075,-81.3496,4.47,BS_49,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,927,43.2388,-81.1411,4.63,BS_522,19.95,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,929,44.2141,-76.5614,2.75,BS_254,19.93,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,930,46.3864,-81.2794,0.71,BS_128,100.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,931,45.3377,-75.6501,4.73,BS_634,19.91,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,932,43.241,-80.0216,0.64,BS_144,19.71,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,933,46.3778,-81.0211,0.33,BS_138,19.95,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,934,43.0849,-81.3574,0.93,BS_49,19.61,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,935,45.5115,-75.4439,0.98,BS_659,19.94,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,936,43.0019,-79.8685,0.79,BS_376,19.27,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,937,44.1285,-76.7056,3.16,BS_260,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,939,43.0803,-79.8676,0.59,BS_383,19.96,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,940,44.3867,-76.4269,3.35,BS_72,19.47,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,941,46.4932,-80.8329,0.45,BS_396,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,942,45.422,-75.3366,0.68,BS_669,100.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,943,43.2356,-79.7569,2.89,BS_6,19.47,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,945,43.7502,-79.5677,0.69,BS_654,19.81,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,946,43.0477,-81.21,0.62,BS_237,19.97,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,947,44.302,-76.5307,4.76,BS_256,19.25,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,948,43.8762,-79.4413,4.96,BS_409,19.42,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,949,43.6517,-79.5695,0.42,BS_346,19.94,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,950,44.2612,-76.4172,0.12,BS_603,19.99,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,951,46.4478,-81.0489,4.65,BS_301,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,953,43.0398,-80.9935,0.41,BS_550,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,954,46.4049,-83.4823,0.7,None,0.0,No 5G Tower in Geographic Range,Sat_STARLINK-SHELL-1-065-003,300.0,Fully Served,LEO
0,0.0,0.0,955,43.7881,-79.2198,0.57,BS_483,19.7,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,956,44.2084,-76.3395,0.59,BS_597,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,957,45.0553,-75.5268,0.93,BS_689,19.91,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,959,46.3605,-81.2586,0.92,BS_122,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,960,43.0383,-80.9881,1.0,BS_550,19.97,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,961,43.2103,-79.084,0.5,None,0.0,No 5G Tower in Geographic Range,Sat_STARLINK-SHELL-2-048-007,297.71,Fully Served,LEO
0,0.0,0.0,962,42.994,-81.2745,0.55,BS_709,19.4,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,963,43.7605,-79.3019,3.72,BS_477,18.68,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,964,43.6607,-79.483,1.0,BS_156,19.81,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,965,43.6433,-79.4048,0.42,BS_170,19.9,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,967,44.217,-76.3264,2.23,BS_597,19.76,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,968,44.9916,-75.7334,0.79,BS_699,100.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,969,42.9448,-80.0494,0.67,BS_290,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,970,43.4214,-80.0175,4.69,BS_352,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,971,43.4084,-80.0964,0.13,BS_355,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,972,43.1424,-79.8707,0.87,BS_5,19.38,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,973,46.444,-80.922,0.52,BS_310,19.97,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,974,45.2431,-75.5622,0.95,BS_188,19.86,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,975,43.5188,-79.6165,0.35,BS_336,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,976,42.9455,-81.3497,0.48,BS_724,18.94,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,977,43.699,-79.457,0.74,BS_167,19.62,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,978,43.0277,-81.188,0.37,BS_244,19.92,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,979,43.001,-81.3485,2.79,BS_60,19.73,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,981,46.555,-80.963,0.65,BS_296,19.66,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,982,45.3533,-75.5544,0.93,BS_268,19.74,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,983,45.3855,-75.3754,0.97,BS_666,19.92,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,984,42.9916,-81.1945,0.53,BS_247,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,985,43.0299,-81.3363,0.35,BS_53,19.37,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,986,43.7831,-79.3748,0.16,BS_99,19.43,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,987,42.9594,-81.1319,0.75,BS_547,19.95,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,988,42.9877,-81.378,0.35,BS_66,19.83,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,990,46.653,-80.9093,0.49,BS_682,19.93,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,992,43.6078,-79.7474,0.18,BS_744,19.83,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,993,44.4276,-76.5937,0.85,BS_227,19.95,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,994,46.5662,-80.8084,0.67,BS_392,19.94,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,995,43.26,-79.8607,0.95,BS_7,19.35,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,996,45.4727,-75.5083,4.36,BS_278,19.94,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,997,42.9465,-81.3034,2.98,BS_724,19.89,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,998,43.1223,-79.6586,0.68,BS_326,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,999,43.7555,-79.2308,0.2,BS_480,19.83,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,1000,46.6691,-82.232,0.49,None,0.0,No 5G Tower in Geographic Range,Sat_STARLINK-SHELL-1-065-003,300.0,Fully Served,LEO
0,0.0,0.0,1001,43.7069,-79.4599,3.54,BS_167,19.94,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,1002,44.3686,-76.5726,0.51,BS_230,20.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,1003,45.4786,-75.5287,0.54,BS_269,19.82,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,1004,43.1478,-80.9168,3.61,BS_528,100.0,Fully Served,None,0.0,N/A,TN
