Time_s,Hour,Network_Type,Node_ID,Total_MHz,Remaining_MHz,Utilization_%,Active_Users
79200,Hour 22.0,LEO_NTN,Sat_STARLINK-SHE-060-007,1280.0,720.0,43.75,308
79200,Hour 22.0,LEO_NTN,Sat_STARLINK-SHE-061-007,1280.0,1080.0,15.62,150
79200,Hour 22.0,LEO_NTN,Sat_STARLINK-SHE-055-008,1280.0,1000.0,21.88,36
79200,Hour 22.0,LEO_NTN,Sat_STARLINK-SHE-045-010,1280.0,1040.0,18.75,20
79200,Hour 22.0,LEO_NTN,Sat_STARLINK-SHE-050-009,1280.0,1040.0,18.75,19
79200,Hour 22.0,LEO_NTN,Sat_STARLINK-SHE-048-009,1280.0,1080.0,15.62,18
79200,Hour 22.0,LEO_NTN,Sat_STARLINK-SHE-042-011,1280.0,1160.0,9.38,14
79200,Hour 22.0,LEO_NTN,Sat_STARLINK-SHE-064-006,1280.0,1240.0,3.12,9
79200,Hour 22.0,LEO_NTN,Sat_STARLINK-SHE-046-010,1280.0,1040.0,18.75,23
79200,Hour 22.0,LEO_NTN,Sat_STARLINK-SHE-053-008,1280.0,1040.0,18.75,26
79200,Hour 22.0,LEO_NTN,Sat_STARLINK-SHE-049-009,1280.0,880.0,31.25,53
79200,Hour 22.0,LEO_NTN,Sat_STARLINK-SHE-044-010,1280.0,1000.0,21.88,25
79200,Hour 22.0,LEO_NTN,Sat_STARLINK-SHE-056-008,1280.0,1240.0,3.12,5
79200,Hour 22.0,LEO_NTN,Sat_STARLINK-SHE-054-008,1280.0,1000.0,21.88,29
79200,Hour 22.0,LEO_NTN,Sat_STARLINK-SHE-043-010,1280.0,1240.0,3.12,2
79200,Hour 22.0,LEO_NTN,Sat_STARLINK-SHE-059-007,1280.0,1200.0,6.25,3
82800,Hour 23.0,5G_TN,Tower_12,100.0,50.09088809724539,49.91,41
82800,Hour 23.0,5G_TN,Tower_2,100.0,72.69364862580115,27.31,21
82800,Hour 23.0,5G_TN,Tower_24,100.0,85.22853242870495,14.77,36
82800,Hour 23.0,5G_TN,Tower_6,100.0,87.7915582295607,12.21,27
82800,Hour 23.0,5G_TN,Tower_45,100.0,74.72852206559794,25.27,18
82800,Hour 23.0,5G_TN,Tower_1,100.0,93.63204863282868,6.37,9
82800,Hour 23.0,5G_TN,Tower_9,100.0,96.53230324464566,3.47,5
82800,Hour 23.0,5G_TN,Tower_14,100.0,99.34513443403723,0.65,3
82800,Hour 23.0,LEO_NTN,Sat_STARLINK-SHE-046-019,1280.0,1120.0,12.5,234
82800,Hour 23.0,LEO_NTN,Sat_STARLINK-SHE-064-015,1280.0,880.0,31.25,193
82800,Hour 23.0,LEO_NTN,Sat_STARLINK-SHE-065-015,1280.0,1200.0,6.25,51
82800,Hour 23.0,LEO_NTN,Sat_STARLINK-SHE-063-015,1280.0,1000.0,21.88,30
82800,Hour 23.0,LEO_NTN,Sat_STARLINK-SHE-058-016,1280.0,1040.0,18.75,25
82800,Hour 23.0,LEO_NTN,Sat_STARLINK-SHE-049-018,1280.0,920.0,28.12,46
82800,Hour 23.0,LEO_NTN,Sat_STARLINK-SHE-053-017,1280.0,880.0,31.25,60
82800,Hour 23.0,LEO_NTN,Sat_STARLINK-SHE-052-017,1280.0,1040.0,18.75,21
82800,Hour 23.0,LEO_NTN,Sat_STARLINK-SHE-047-018,1280.0,1120.0,12.5,12
82800,Hour 23.0,LEO_NTN,Sat_STARLINK-SHE-057-016,1280.0,1040.0,18.75,32
82800,Hour 23.0,LEO_NTN,Sat_STARLINK-SHE-059-016,1280.0,1120.0,12.5,19
82800,Hour 23.0,LEO_NTN,Sat_STARLINK-SHE-048-018,1280.0,960.0,25.0,24
82800,Hour 23.0,LEO_NTN,Sat_STARLINK-SHE-050-018,1280.0,1160.0,9.38,9
82800,Hour 23.0,LEO_NTN,Sat_STARLINK-SHE-045-019,1280.0,1200.0,6.25,8
82800,Hour 23.0,LEO_NTN,Sat_STARLINK-SHE-054-017,1280.0,1120.0,12.5,6
82800,Hour 23.0,LEO_NTN,Sat_STARLINK-SHE-051-017,1280.0,1240.0,3.12,1
82800,Hour 23.0,LEO_NTN,Sat_STARLINK-SHE-056-016,1280.0,1240.0,3.12,1
86400,Hour 0.0,5G_TN,Tower_12,100.0,93.07659180559405,6.92,33
86400,Hour 0.0,5G_TN,Tower_2,100.0,89.16864526263517,10.83,17
86400,Hour 0.0,5G_TN,Tower_24,100.0,95.30308971450329,4.7,34
86400,Hour 0.0,5G_TN,Tower_6,100.0,95.91246465207082,4.09,27
86400,Hour 0.0,5G_TN,Tower_45,100.0,94.46594344336101,5.53,14
86400,Hour 0.0,5G_TN,Tower_1,100.0,98.09355997369275,1.91,8
86400,Hour 0.0,5G_TN,Tower_9,100.0,98.8329627107793,1.17,6
86400,Hour 0.0,5G_TN,Tower_14,100.0,99.77154555257569,0.23,3
86400,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-067-001,1280.0,800.0,37.5,266
86400,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-049-005,1280.0,1080.0,15.62,109
86400,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-068-001,1280.0,1080.0,15.62,149
86400,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-062-002,1280.0,1080.0,15.62,19
86400,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-052-004,1280.0,960.0,25.0,27
86400,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-056-003,1280.0,880.0,31.25,46
86400,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-060-002,1280.0,1160.0,9.38,6
86400,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-053-004,1280.0,920.0,28.12,40
86400,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-061-002,1280.0,1040.0,18.75,28
86400,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-055-003,1280.0,1200.0,6.25,7
86400,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-057-003,1280.0,960.0,25.0,34
86400,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-063-002,1280.0,1200.0,6.25,7
86400,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-051-004,1280.0,1040.0,18.75,20
86400,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-058-003,1280.0,1200.0,6.25,2
86400,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-050-004,1280.0,1240.0,3.12,2
86400,Hour 0.0,LEO_NTN,Sat_STARLINK-SHE-050-005,1280.0,1240.0,3.12,1
